id,ita-IT,ger-DE,eng-GB
02802a5736fbd185289ca1f9910228ab,Codice,Kode,Code
2af9fd5f2d9518c88bdb16f4b2e2b529,"Documentazione amministrativa",Verwaltungsdokumentation,"Administrative documentation"
3211551f345d91fde593120f9bddbfd0,"Istanza, richiesta","Gesuch Anfrage","Request Application"
10f7aec7626ca9cfb849e0cbc759521a,"Livello di interattività","Grad der Interaktivität",
524b352c7ec3721bb9e91342dbbfdeb7,Informazione,Informationen,Information
09c1566ac8391a6ed964da9de3f61a29,"Interazione a due vie","Bidirektionale Interaktion","Bidirectional interaction"
83d28d8e9bc84f49d2413f77a64bbdb8,"Interazione a una via",Einweg-Interaktion,"One way interaction"
6497dfdcb4d12033b5a4144e3dbe48c3,"Non online","Nicht online","Not Online"
cf9e509d3a8fb3e9fd71fbe2893a1741,Personalizzazione,Personalisierung,Customization
2c38b51981460b9d26926bd268839d4b,Transazione,Transaktion,Transaction
729fe930f79b9c0d37289d515c08e9eb,NACE,NACE,
019bc6539c462213e9287d9ff5bae87f,"01 - Produzioni vegetali e animali; caccia e servizi connessi","01 - Pflanzenbau und Tierhaltung; Jagd und damit verbundene Tätigkeiten",
98343df13e65e94b474d2981efd35a6d,"01.1 - Coltivazione di colture agricole non permanenti","01.1 - Anbau von nicht mehrjährigen Kulturpflanzen",
a8598dfdb869db20d00c1e4fea2dc4f4,"01.11 - Coltivazione di cereali (tranne il riso); legumi da granella e semi oleosi","01.11 - Anbau von Getreide (außer Reis); Körnerleguminosen und Ölsaaten",
2ccb83ffc2ba763b011e6a167bd3aa1d,"01.12 - Coltivazione del riso","01.12 - Anbau von Reis",
c3c3d629e692edc9b8d72c144e3a85db,"01.13 - Coltivazione di ortaggi e meloni; radici e tuberi","01.13 - Anbau von Gemüse und Melonen; Wurzeln und Knollen",
2ec58bc11961ee98f5a38342aa54e8a8,"01.14 - Coltivazione di canna da zucchero","01.14 - Anbau von Zuckerrohr",
b1f36a4368072d0b5cdd7568564a8b27,"01.15 - Coltivazione di tabacco","01.15 - Anbau von Tabak",
81d245785d414925c7ba634ce1ac6e0a,"01.16 - Coltivazione di piante tessili","01.16 - Anbau von Faserpflanzen",
c12a7ff140d31b2355f60ff5fb6a4eb0,"01.19 - Coltivazione di altre colture non permanenti","01.19 - Anbau von sonstigen nicht mehrjährigen Pflanzen",
2927bd42916a2800127fb4dc8e0b2cc4,"01.2 - Coltivazione di colture permanenti","01.2 - Anbau von Dauerkulturen",
bfb4ae5fdab11af3f38af2e19c44bf8d,"01.21 - Coltivazione di uva","01.21 - Anbau von Weintrauben",
a7ef78c768a29ca244c3c1c3c44f24dd,"01.22 - Coltivazione di frutta di origine tropicale e subtropicale","01.22 - Anbau von Obst tropischen und subtropischen Ursprungs",
e762707700dea3852d9f71fc7e6e626e,"01.23 - Coltivazione di agrumi","01.23 - Anbau von Zitrusfrüchten",
f3d0a66815702dac3eb6e65290aa57e0,"01.24 - Coltivazione di pomacee e frutta a nocciolo","01.24 - Anbau von Kern- und Steinobst",
ef39c6319c4f69a408faab8110611420,"01.25 - Coltivazione di altri alberi da frutta; frutti di bosco e in guscio","01.25 - Anbau von sonstigen Obstbäumen; Waldfrüchte und Nüsse",
347fd35f505646b40ee54452c708ec19,"01.26 - Coltivazione di frutti oleosi","01.26 - Anbau von ölhaltigen Früchten",
326c2c187970a8477cab47f2cad12587,"01.27 - Coltivazione di piante per la produzione di bevande","01.27 - Anbau von Pflanzen zur Getränkeherstellung",
e545d55c2637387dbbadc4bce4a5a240,"01.28 - Coltivazione di spezie; piante aromatiche e farmaceutiche","01.28 - Anbau von Gewürzen, aromatischen und pharmazeutischen Pflanzen",
a8d4f3725f7a475d560bfaead7e57bb6,"01.29 - Coltivazione di altre colture permanenti","01.29 - Anbau von sonstigen Dauerkulturen",
fad5a3872dea09d2cd62e6b04b3f44b5,"01.3 - Riproduzione delle piante","01.3 - Vermehrung von Pflanzen",
78fb12cb68af01872c5991a5e40c4a69,"01.30 - Riproduzione delle piante","01.30 - Pflanzenvermehrung",
c029d2ed59b6a3d89f76cb0eb2542c9c,"01.4 - Allevamento di animali","01.4 - Haltung von Tieren",
ad5b3579974fb8268beb2f9cb1e0b9db,"01.41 - Allevamento di bovini da latte","01.41 - Aufzucht von Milchvieh",
da0278fe2b141a1cf23abf41f7c9ca15,"01.42 - Allevamento di altri bovini e di bufalini","01.42 - Aufzucht von sonstigen Rindern und Büffeln",
b91dc89c11a20c07fba80775e4fd9738,"01.43 - Allevamento di cavalli e altri equini","01.43 - Aufzucht von Pferden und anderen Equiden",
710abeba9dab38e1b15087a789df8a34,"01.44 - Allevamento di cammelli e camelidi","01.44 - Haltung von Kamelen und Kameliden",
8d887e53433260bf7ac02358e90aa679,"01.45 - Allevamento di ovini e caprini","01.45 - Aufzucht von Schafen und Ziegen",
a140eca6ae390f3f4330f7ed44ac6987,"01.46 - Allevamento di suini","01.46 - Aufzucht von Schweinen",
918b6f8d21160e4eade08f38ad88837a,"01.47 - Allevamento di pollame","01.47 - Aufzucht von Geflügel",
8733d0ebe3c19634a74e6a0658319de2,"01.49 - Allevamento di altri animali","01.49 - Haltung von anderen Tieren",
7a974daced43b40131774bf4936a8878,"01.5 - Coltivazioni agricole associate all'allevamento di animali: attività mista","01.5 - Ackerbau kombiniert mit Tierhaltung: Gemischte Landwirtschaft",
0587c8b2ac05dc2f404b7c4354f3b2a3,"01.50 - Coltivazioni agricole associate all'allevamento di animali: attività mista","01.50 - Anbau von Feldfrüchten kombiniert mit Tierhaltung: Gemischte Landwirtschaft",
47182ad2975ab6db6c3ec44eae4526d7,"01.6 - Attività di supporto all'agricoltura e attività successive alla raccolta","01.6 - Unterstützende Tätigkeiten für die Landwirtschaft und Nachernteaktivitäten",
49c4c45c412cb7ca368cf904d3a999f5,"01.61 - Attività di supporto alla produzione vegetale","01.61 - Unterstützende Tätigkeiten für die pflanzliche Erzeugung",
c41e7fac38569cf6ed41089ee65e13f6,"01.62 - Attività di supporto alla produzione animale","01.62 - Hilfstätigkeiten für die Tierproduktion",
193c3f6375d6718c5a9f1537f82f350b,"01.63 - Attività successive alla raccolta","01.63 - Tätigkeiten nach der Ernte",
5556038fa3a18a43f5e212040f31dcde,"01.64 - Lavorazione delle sementi per la semina","01.64 - Aufbereitung von Saatgut zur Aussaat",
bd424b71c52b05fdabf0a3477a3fa09f,"01.7 - Caccia; cattura di animali e servizi connessi","01.7 - Jagd; Fallenstellerei und damit verbundene Tätigkeiten",
84a6acf133b12ebf1959fbaa6077d27a,"01.70 - Caccia; cattura di animali e servizi connessi","01.70 - Jagd; Fallenstellerei und damit verbundene Dienstleistungen",
34fb2b39aa3ec742a832f73f6455bc0d,"02 - Silvicoltura e utilizzo di aree forestali","02 - Forstwirtschaft und Holzeinschlag",
8b93c1cb0bbd4c43d499f2d535ba427d,"02.1 - Silvicoltura e altre attività forestali","02.1 - Forstwirtschaft und andere forstwirtschaftliche Tätigkeiten",
0e854f11219bcec58a1e20caae4702fe,"02.10 - Silvicoltura e altre attività forestali","02.10 - Forstwirtschaft und andere forstwirtschaftliche Tätigkeiten",
80486c2174b03d9418a19e91329659df,"02.2 - Utilizzo di aree forestali","02.2 - Nutzung von Waldflächen",
74db5bbd46afe1570ff22e47fe3250df,"02.20 - Utilizzo di aree forestali","02.20 - Nutzung von Waldflächen",
ecbd28fae36cd998dafb512717cee752,"02.3 - Raccolta di prodotti non legnosi selvatici","02.3 - Sammeln von wilden Nichtholzprodukten",
09ba277f64d580db1de926f444fa1573,"02.30 - Raccolta di prodotti non legnosi selvatici","02.30 - Sammeln von wilden Nichtholzprodukten",
801389b98f2b49eb2603991746a75fe0,"02.4 - Servizi di supporto per la silvicoltura","02.4 - Unterstützende Dienstleistungen für die Forstwirtschaft",
b8d0ead8eb7989693a076abccee9fe9a,"02.40 - Servizi di supporto per la silvicoltura","02.40 - Dienstleistungen für die Forstwirtschaft",
049fa29817ca9acac52343f4c1385501,"03 - Pesca e acquicoltura","03 - Fischerei und Aquakultur",
840ba58620e75eab3bc9cb9019fe41d7,"03.1 - Pesca","03.1 - Fischen",
a15dc2e13f6827aa019a4295ea124e34,"03.11 - Pesca marina","03.11 - Meeresfischerei",
a643c9f71613c62d829e52ac0c83e3cd,"03.12 - Pesca in acque dolci","03.12 - Süßwasserfischen",
743f31e756f75c7614be302a7d726928,"03.2 - Acquicoltura","03.2 - Aquakultur",
efb6df80cca687441585cf55a829f8cf,"03.21 - Acquicoltura marina","03.21 - Marine Aquakultur",
50dd0510980a50b5f59b9149367b1444,"03.22 - Acquicoltura in acque dolci","03.22 - Süßwasser-Aquakultur",
03b2a7e84dfa66e7845bea445929c36c,"05 - Estrazione di carbone e lignite","05 - Bergbau auf Stein- und Braunkohle",
adfbdd8ffe32b5264b4de209fd2d6dd6,"05.1 - Estrazione di antracite","05.1 - Bergbau auf Anthrazit",
f4fd263821c8a9c160d030f8d4ec8574,"05.10 - Estrazione di antracite","05.10 - Gewinnung von Anthrazit",
f8e61a67c042c5b511d02471c9066f8c,"05.2 - Estrazione di lignite","05.2 - Gewinnung von Braunkohle",
053f417f3087c2b8b57452c0ca060623,"05.20 - Estrazione di lignite","05.20 - Gewinnung von Braunkohle",
a86b15210493e222d617dd50995c1a6d,"06 - Estrazione di petrolio greggio e di gas naturale","06 - Gewinnung von Erdöl und Erdgas",
a4d7f0b67654b8bdc6e2433f9c6a77c9,"06.1 - Estrazione di petrolio greggio","06.1 - Gewinnung von Rohbenzin",
2cec9b98a5a907c4705ed5aa101e1e8a,"06.10 - Estrazione di petrolio greggio","06.10 - Gewinnung von Rohöl",
9f65295c0f4dc855d2e2764c5c04f3b4,"06.2 - Estrazione di gas naturale","06.2 - Gewinnung von Erdgas",
a96f307b1c476766a38eb26c0bfef447,"06.20 - Estrazione di gas naturale","06.20 - Erdgasförderung",
4666e5ccd22b6dc539b097192dac220f,"07 - Estrazione di minerali metalliferi","07 - Gewinnung von Metallerzen",
8ad2b217409ceca96fd782aa1866fe44,"07.1 - Estrazione di minerali metalliferi ferrosi","07.1 - Gewinnung von Eisenmetallerzen",
8220b97f1a184de681ff2965b6d1785c,"07.10 - Estrazione di minerali metalliferi ferrosi","07.10 - Gewinnung von Eisenmetallerzen",
fe7f53433500eaf590eba92989c92e60,"07.2 - Estrazione di minerali metalliferi non ferrosi","07.2 - Bergbau auf nichteisenhaltige metallhaltige Mineralien",
60b7c64e3c0690249d8f9c0c0c053c5d,"07.21 - Estrazione di minerali di uranio e di torio","07.21 - Gewinnung von Uran- und Thoriumerzen",
e10bdcd59d7548987b5d2d631346e6cd,"07.29 - Estrazione di altri minerali metalliferi non ferrosi","07.29 - Gewinnung von sonstigen Nichteisenmetallerzen",
a07d73da314acdd05e6b023adf14ac06,"08 - Altre attività estrattive","08 - Sonstiger Bergbau und Gewinnung von Steinen und Erden",
f91f2fe8cbd2c6d9cb61e8f92fa3a695,"08.1 - Estrazione di pietra; sabbia e argilla","08.1 - Gewinnung von Stein, Sand und Ton",
5e60d8c9e79321920ed8051139b6eeda,"08.11 - Estrazione di pietre ornamentali e da costruzione; calcare; pietra di gesso; creta e ardesia","08.11 - Gewinnung von Zier- und Werksteinen; Kalkstein; Gips; Kreide und Schiefer",
87f23f70468524a1d5b294a7ebdcaeb3,"08.12 - Estrazione di ghiaia e sabbia; estrazione di argille e caolino","08.12 - Gewinnung von Kies und Sand; Abbau von Tonen und Kaolin",
83f7bf635d139579988c8ccc19eafb06,"08.9 - Estrazione di minerali e prodotti di cava n.c.a.","08.9 - Erzbergbau und Gewinnung von Steinen und Erden a.n.g.",
bf5545c31a3f48fbb9b588b66e177a91,"08.91 - Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","08.91 - Gewinnung von Mineralien für die chemische Industrie und die Düngemittelherstellung",
08aaea084afe35d476208d59f8d2088d,"08.92 - Estrazione di torba","08.92 - Gewinnung von Torf",
fb707c162a2578da5a5a0a340fe84bcb,"08.93 - Estrazione di sale","08.93 - Extraktion von Salz",
f3f705f869589b7adc47bdc4fddd6f20,"08.99 - Altre attività estrattive n.c.a.","08.99 - Sonstiger Bergbau und Gewinnung von Steinen und Erden, a.n.g.",
1fdf56e731c37e455611e589cf037c6d,"09 - Attività dei servizi di supporto all''estrazione","09 - Erbringung von Dienstleistungen für den Bergbau",
392fd61b76f5e5ffa090b0eb14307684,"09.1 - Attività di supporto all'estrazione di petrolio e di gas naturale","09.1 - Hilfstätigkeiten bei der Erdöl- und Erdgasgewinnung",
01fc19e541cb48c901a8b33a97abbbcd,"09.10 - Attività di supporto all'estrazione di petrolio e di gas naturale","09.10 - Unterstützende Tätigkeiten für die Öl- und Gasförderung",
87369262f7326ea0b1aa9aeccf4e7e9d,"09.9 - Attività di supporto ad altre attività estrattive","09.9 - Hilfstätigkeiten für andere Bergbauaktivitäten",
e121ecce3d255eba539c91b7e51203e5,"09.90 - Attività di supporto ad altre attività estrattive","09.90 - Hilfstätigkeiten für den sonstigen Bergbau und die Gewinnung von Steinen und Erden",
48a2aa3b4b65223a87c67f6701752907,"10 - Industrie alimentari","10 - Lebensmittelverarbeitende Industrie",
74ab9701313121e7a4c774ae80c92401,"10.1 - Lavorazione e conservazione di carne e produzione di prodotti a base di carne","10.1 - Verarbeitung und Konservierung von Fleisch und Herstellung von Fleischprodukten",
5e2b763862951957d6bfc51e9fa4bd36,"10.11 - Lavorazione e conservazione di carne","10.11 - Verarbeitung und Konservierung von Fleisch",
b58de0ed58744bf6e8122d5fa7bf3da0,"10.12 - Lavorazione e conservazione di carne di volatili","10.12 - Verarbeitung und Konservierung von Geflügelfleisch",
263dd9d2000671c92f1d98264aabfe79,"10.13 - Produzione di prodotti a base di carne (compresa la carne di volatili)","10.13 - Herstellung von Fleischwaren (einschließlich Geflügelfleisch)",
9ac2f44fcc6e5ab918ac7f36289b84aa,"10.2 - Lavorazione e conservazione di pesce; crostacei e molluschi","10.2 - Verarbeitung und Konservierung von Fischen, Krebstieren und Weichtieren",
235eaa4c254ec754c876d30e9c2fa791,"10.20 - Lavorazione e conservazione di pesce; crostacei e molluschi","10.20 - Verarbeitung und Konservierung von Fischen, Krebstieren und Weichtieren",
6272ae75a38e9d1772d3201993500a49,"10.3 - Lavorazione e conservazione di frutta e ortaggi","10.3 - Verarbeitung und Konservierung von Obst und Gemüse",
380fb42ee923cd3f11e8167a96b220da,"10.31 - Lavorazione e conservazione delle patate","10.31 - Verarbeitung und Konservierung von Kartoffeln",
6201c100cb227c5c6f638ceadbd91cbc,"10.32 - Produzione di succhi di frutta e di ortaggi","10.32 - Herstellung von Frucht- und Gemüsesäften",
a5c24434bd23b3e2463a3ad3fdfe31bc,"10.39 - Altra lavorazione e conservazione di frutta e ortaggi","10.39 - Sonstige Verarbeitung und Konservierung von Obst und Gemüse",
42cdea9304a3065620aab2fd51dd8810,"10.4 - Produzione di oli e grassi vegetali e animali","10.4 - Herstellung von pflanzlichen und tierischen Ölen und Fetten",
74395350e80a2cdd24c0b3603cbe1cff,"10.41 - Produzione di oli e grassi","10.41 - Herstellung von Ölen und Fetten",
3773ecadf1c5eecf198a04748216c9a6,"10.42 - Produzione di margarina e di grassi commestibili simili","10.42 - Herstellung von Margarine und ähnlichen Speisefetten",
582130108dae5412f70b733ff6be9800,"10.5 - Produzione di latte e latticini","10.5 - Herstellung von Milch und Molkereiprodukten",
1ebaa62ca403f9bf7a50c7154deed38e,"10.51 - Lavorazione del latte e produzione di latticini","10.51 - Herstellung von Milch und Molkereiprodukten",
09c84b7d5bb8c5a9e816f6200944e1bc,"10.52 - Produzione di gelati","10.52 - Herstellung von Speiseeis",
a784184345c8a5d1a5b83797786e2e79,"10.6 - Lavorazione delle granaglie; produzione di amidi e di prodotti amidacei","10.6 - Herstellung von Müllereierzeugnissen; Herstellung von Stärke und Stärkeerzeugnissen",
03e5419f37e6f85eaa56d546537311d6,"10.61 - Lavorazione delle granaglie","10.61 - Getreideverarbeitung",
899543a567e08ceb861a8b7ecbce0eab,"10.62 - Produzione di amidi e di prodotti amidacei","10.62 - Herstellung von Stärke und Stärkeerzeugnissen",
8155b32beca37ebbc1243ab56adc00bf,"10.7 - Fabbricazione di prodotti da forno e farinacei","10.7 - Herstellung von Backwaren und mehlhaltigen Erzeugnissen",
78a43c0dda73dd2ff3616f818aa66025,"10.71 - Produzione di pane; prodotti di pasticceria freschi","10.71 - Herstellung von Brot; Herstellung von frischen Backwaren und Kuchen",
f042f2d8303348d29586754fa44be284,"10.72 - Produzione di fette biscottate e di biscotti; fabbricazione di prodotti di pasticceria conservati","10.72 - Herstellung von Zwieback und Keksen; Herstellung von konservierten Teigwaren und Gebäck",
87dbbe0ac8120246efde9a2b4466cadc,"10.73 - Produzione di paste alimentari; di cuscus e di prodotti farinacei simili","10.73 - Herstellung von Teigwaren; Herstellung von Couscous und ähnlichen mehlhaltigen Erzeugnissen",
083f57aff63745c0d0880a7a7b004d7b,"10.8 - Produzione di altri prodotti alimentari","10.8 - Herstellung von sonstigen Nahrungsmitteln",
a1527d24f787a3eee7ddba8e50c7ca8f,"10.81 - Produzione di zucchero","10.81 - Herstellung von Zucker",
6cb3a0ed3484d9592d723de838fd7929,"10.82 - Produzione di cacao; cioccolato; caramelle e confetterie","10.82 - Herstellung von Kakao; Herstellung von Schokolade; Herstellung von Bonbons und Zuckerwaren",
f46aa7d594e5cf4adf03fd9ea14cfbe1,"10.83 - Lavorazione del tè e del caffè","10.83 - Herstellung von Tee und Kaffee",
f5c369a3a575741615ccb33745cd04cb,"10.84 - Produzione di condimenti e spezie","10.84 - Herstellung von Gewürzen und Würzmitteln",
9d123ece1bbe6aa3a3008c8a27bb7248,"10.85 - Produzione di pasti e piatti preparati","10.85 - Herstellung von Fertiggerichten und Speisen",
e46681b8ffebaf440b0b89ebc342026e,"10.86 - Produzione di preparati omogeneizzati e di alimenti dietetici","10.86 - Herstellung von homogenisierten Lebensmittelzubereitungen und diätetischen Lebensmitteln",
387e63473975500195d957c793fec041,"10.89 - Produzione di altri prodotti alimentari n.c.a.","10.89 - Herstellung von sonstigen Nahrungsmitteln a.n.g.",
b2b2615739102a6880bf36a805330d7f,"10.9 - Produzione di prodotti per l'alimentazione degli animali","10.9 - Herstellung von zubereiteten Futtermitteln",
405f5c491cdac6700d40a9737e835d76,"10.91 - Produzione di mangimi per l'alimentazione degli animali da allevamento","10.91 - Herstellung von Fertigfuttermitteln für Nutztiere",
1ac0767eafb021adb792d7946958a0c1,"10.92 - Produzione di prodotti per l'alimentazione degli animali domestici","10.92 - Herstellung von Fertigfuttermitteln für Haustiere",
ac5acdecccd9cd48b3ba1d737acc707a,"11 - Produzione di bevande","11 - Getränkeherstellung",
26ca468d68eaaea4a0ca9b8b7e27c0a2,"11.0 - Produzione di bevande","11.0 - Getränkeherstellung",
367a7839952453a70716ea38ab99c0a2,"11.01 - Distillazione; rettifica e miscelatura di alcolici","11.01 - Destillieren; Rektifizieren und Verschneiden von Spirituosen",
164b90d1d2536d3b5b7e603e40a9e249,"11.02 - Produzione di vini da uve","11.02 - Herstellung von Wein aus Trauben",
870c556672b16011018aad37fe98f577,"11.03 - Produzione di sidro e di altri vini a base di frutta","11.03 - Herstellung von Apfelwein und anderen Fruchtweinen",
dd0af198216efce0026a4d0482524827,"11.04 - Produzione di altre bevande fermentate non distillate","11.04 - Herstellung von sonstigen nicht destillierten gegorenen Getränken",
b28d7cb28964f148e3f0a61ef58f24b5,"11.05 - Fabbricazione di birra","11.05 - Herstellung von Bier",
720c5dba0de41f5a7b12f2bf22ef6729,"11.06 - Fabbricazione di malto","11.06 - Herstellung von Malz",
497d5f90114ba8da442299e130526335,"11.07 - Produzione di bibite analcoliche; di acque minerali e di altre acque in bottiglia","11.07 - Herstellung von Erfrischungsgetränken; Herstellung von Mineralwässern und anderen abgefüllten Wässern",
697b5b590c955b2f4b83415b90a21045,"12 - Industria del tabacco","12 - Herstellung von Tabakerzeugnissen",
27795b91c6243b8f83933defaf9b02d4,"12.0 - Produzione di tabacchi","12,0 - Herstellung von Tabakwaren",
749c6bfda559c1726629d4e7926d472c,"12.00 - Produzione di tabacchi","12.00 - Herstellung von Tabakwaren",
9a3fa60fa6d86a20f22d2f57f463f7b5,"13 - Industrie tessili","13 - Herstellung von Textilien",
720eab89382681e0f1a4319b0b800439,"13.1 - Preparazione e filatura di fibre tessili","13.1 - Vorbereitung und Spinnen von Textilfasern",
aaa87140a60946195fd04a116673b448,"13.10 - Preparazione e filatura di fibre tessili","13.10 - Vorbereitung und Spinnen von Textilfasern",
bec8fe36b56943118c658500c397eaba,"13.2 - Tessitura","13.2 - Weben",
5c0fa4c217826b30253d790754093a22,"13.20 - Tessitura","13.20 - Weben",
232a5b196ce53c032f99b63a78791756,"13.3 - Finissaggio dei tessili","13.3 - Veredelung von Textilien",
baa8835e2a7c43b10d298853ae51b64c,"13.30 - Finissaggio dei tessili","13.30 - Veredelung von Textilien",
941bf22621358b8291fd631c63391c0e,"13.9 - Altre industrie tessili","13,9 - Sonstige Textilindustrie",
932ed4e04a905ebd895bfaf184534258,"13.91 - Fabbricazione di tessuti a maglia","13.91 - Herstellung von gewirkten und gestrickten Stoffen",
a4e40409152dacaf43ec7687bfa2b6db,"13.92 - Fabbricazione di articoli tessili; esclusi gli articoli di abbigliamento","13.92 - Herstellung von Textilien (ohne Bekleidung)",
f674fc4bf5681d9c619c1b653a7a0de2,"13.93 - Fabbricazione di tappeti e moquette","13.93 - Herstellung von Teppichen und Teppichböden",
c5fda93ac7d437042e78384ba177da7b,"13.94 - Fabbricazione di spago; corde; funi e reti","13.94 - Herstellung von Bindfäden, Seilen und Netzen",
eb1ff14cfc843725f8c77567978a3e08,"13.95 - Fabbricazione di tessuti non tessuti e di articoli in tali materie; esclusi gli articoli di abbigliamento","13.95 - Herstellung von Vliesstoffen und Waren aus Vliesstoffen; außer Bekleidung",
4d83ac14b5775618bdb945d524efc6ab,"13.96 - Fabbricazione di tessuti per uso tecnico e industriale","13.96 - Herstellung von technischen und industriellen Textilien",
f97c98fa800f1db77e2daa27c0385e73,"13.99 - Fabbricazione di altri prodotti tessili n.c.a.","13.99 - Herstellung von sonstigen Textilien a. n. g.",
a28ee87bb84102219aa0585128bb9e51,"14 - Confezione di articoli di abbigliamento","14 - Herstellung von Bekleidungsartikeln",
2fcc8fb45f91d6ae17c4aa22f3a16b45,"14.1 - Confezione di articoli di abbigliamento; eccetto l'abbigliamento in pelliccia","14.1 - Herstellung von Bekleidung; außer Bekleidung aus Pelz",
9ea7546b39aaf68d47332e0531f4eb46,"14.11 - Confezione di abbigliamento in pelle","14.11 - Herstellung von Lederbekleidung",
134b46be278a89d6353cb7766a0831c2,"14.12 - Confezione di indumenti da lavoro","14.12 - Herstellung von Arbeitskleidung",
5b1f7366b269fcf9108af7fb2454b460,"14.13 - Confezione di altro abbigliamento esterno","14.13 - Herstellung von sonstiger Oberbekleidung",
d7b3ed788d3ee777af3f605ebde4365a,"14.14 - Confezione di biancheria intima","14.14 - Herstellung von Unterwäsche",
90b3475f1cbb849990d6ae0b0d735573,"14.19 - Confezione di altri articoli di abbigliamento ed accessori","14.19 - Herstellung von sonstigen Bekleidungsartikeln und Zubehör",
2e7a38280a52f90473da1862979bfcde,"14.2 - Confezione di articoli in pelliccia","14.2 - Herstellung von Pelzwaren",
d5848fe2b610676bfff887fb6d56a3b3,"14.20 - Confezione di articoli in pelliccia","14.20 - Herstellung von Pelzwaren",
ca1df45c3ff1e831aea0b1a264292fd8,"14.3 - Fabbricazione di articoli di maglieria","14.3 - Herstellung von Waren aus Gewirken und Gestricken",
d1b255ce0c4b4dcb26fe4b0002ae8c93,"14.31 - Fabbricazione di articoli di calzetteria in maglia","14.31 - Herstellung von Strumpfwaren aus Gewirken und Gestricken",
5b68b6b1395e44bb1457fb24446a5f3a,"14.39 - Fabbricazione di altri articoli di maglieria","14.39 - Herstellung von sonstigen Erzeugnissen aus Gewirken und Gestricken",
dd9de3d48b7b74a1c786b4240a5967dd,"15 - Confezione di articoli in pelle e simili","15 - Herstellung von Leder und verwandten Erzeugnissen",
8b3f9328c37cb565ddc4a2c4f238f2ae,"15.1 - Preparazione e concia del cuoio; fabbricazione di articoli da viaggio; borse; pelletteria e selleria; preparazione e tintura di pellicce","15.1 - Gerberei und Zurichtung von Leder; Herstellung von Reisegepaeck, Handtaschen, Sattlerwaren und Geschirr; Zurichtung und Faerben von Pelzen",
e7bf4b76d71085dd63f397c83e19afe5,"15.11 - Preparazione e concia del cuoio; preparazione e tintura di pellicce","15.11 - Gerben und Zurichten von Leder; Zurichten und Färben von Fellen",
