id,ita-IT,ger-DE,eng-GB
7fb5a31f98198b00e362e66dc0567ba9,Salute,Gesundheit,Health
766c473c04936436b84dcaa94b37ad25,"2841 Industria farmaceutica",,
fc98d3a2b9b32b821bbf60c6925a10b3,"2841 Malattie",,
34e912dd796dfbd6a7bbc6ecf587b2e4,"2841 Nutrizione",,
3d6cb18587bc3b31e2058cb16947766e,"2841 Politiche sanitarie",,
64e52edc5d5ce1cf7a199c2ba8e63efc,"2841 Professioni mediche",,
559b5add35735c4e6a9063ff8b3861b0,"2841 Scienze mediche",,
2cff733cff345f21c8c1ff30bd5567f0,"2841 Tecnologia sanitaria",,
eaf289c4ea390d25f4348df0b73ee7a0,"Scienze e tecnologia","Wissenschaft und Technologie","Science and technology"
d499278df044ce986be593d2c562681f,"3606 Scienze naturali e applicate",,
9b5bc17cc74ce58f255cc69b6d3d57fc,"3611 Scienze umane",,
b747b8f5b46c7fc3cd4443d1ac2f4dec,"6406 Produzione",,
ffa1b9f8e76a1a522ee58de2959ede07,"6411 Tecnologie e regolamentazione tecnica",,
1057c866a4d38fffe462f23c07a3a15b,"6416 Ricerca e proprietà intellettuale",,
2eb87b8c13af24781cae7602ef08e88e,"Scienze e tecnologia",,
da8fe49bd1bee6c37267a0f2d5de4aec,"Tematiche internazionali","Internationale Themen","International issues"
296456e22367a3745ab98fafd3b4c091,"0806 Politica internazionale",,
32a6d8947216c81294e4bb845d1fece6,"0811 Politica di cooperazione",,
c845a3e28dcc065730861f4a3b7c546f,"0816 Equilibrio internazionale",,
bbda027d43e0acd172add4759be38b59,"0821 Difesa",,
e0f3081a7ca3eae16335a832b5cf139b,"7606 Nazioni Unite",,
c3d03e03154b99c523ff994ddf6c28ba,"7611 Organizzazioni europee",,
6e07c8011ec211e6f6432f285de54fec,"7616 Organizzazione extraeuropee",,
5788c764c627de858d05a393d0947c5a,"7621 Organizzazioni mondiali",,
98d9f17d0a7872999623497905c0d652,"7626 Organizzazioni non governative",,
dddc7a20975635c06be77f9b3af7d091,Trasporti,"Mobilität und Verkehr",Transport
ffe9901fa7e2b4aef6866fc9a4d17b0f,"4806 Politica dei trasporti",,
7af3d8fd4885670edb30b900ff0d942c,"4811 Organizzazione dei trasporti",,
aa88c19afad4153c266591797f858cf3,"4816 Trasporti di terra",,
a9449a576d04d17e0bf6e37370ab61b8,"4821 Trasporti marittimi e fluviali",,
d54b9edc629bbf567788499cee879068,"4826 Trasporti aerei e spaziali",,
